state=GA&type=non+baseload
massCH4PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),null
2005-01-01T00:00:00+00:00 (GMT),33.182
2007-01-01T00:00:00+00:00 (GMT),25.6166
